date,temperature,humidity,luminosity
2023-12-07 16:41:49.220,21.3,34.9,157
2023-12-07 16:41:48.212,21.3,34.9,157
2023-12-07 16:41:47.212,21.3,34.9,154
2023-12-07 16:41:46.205,21.3,34.9,156
2023-12-07 16:41:45.205,21.3,34.9,160
2023-12-07 16:41:44.198,21.3,34.9,159
2023-12-07 16:41:43.198,21.3,34.9,159
2023-12-07 16:41:42.190,21.3,34.9,157
2023-12-07 16:41:41.187,21.3,34.9,157
2023-12-07 16:41:40.179,21.3,34.9,152
2023-12-07 16:41:39.179,21.3,34.9,161
2023-12-07 16:41:38.172,21.3,34.9,159
2023-12-07 16:41:37.172,21.3,34.9,161
2023-12-07 16:41:36.165,21.3,34.9,162
2023-12-07 16:41:35.165,21.3,34.9,162
2023-12-07 16:41:34.157,21.3,34.9,162
2023-12-07 16:41:33.154,21.3,34.9,165
2023-12-07 16:41:32.146,21.3,34.9,165
2023-12-07 16:41:31.147,21.3,34.9,165
2023-12-07 16:41:30.139,21.3,34.9,166
2023-12-07 16:41:29.139,21.3,34.9,165
2023-12-07 16:41:28.132,21.3,34.9,164
2023-12-07 16:41:27.132,21.3,34.9,164
2023-12-07 16:41:26.124,21.3,34.9,151
2023-12-07 16:41:25.121,21.3,34.9,151
2023-12-07 16:41:24.114,21.3,34.9,158
2023-12-07 16:41:23.114,21.3,34.9,153
2023-12-07 16:41:22.106,21.3,34.9,143
2023-12-07 16:41:21.106,21.3,34.9,134
2023-12-07 16:41:20.099,21.3,34.9,134
2023-12-07 16:41:19.095,21.3,34.9,134
2023-12-07 16:41:18.091,21.3,34.9,134
2023-12-07 16:41:17.087,21.3,34.9,134
2023-12-07 16:41:16.079,21.3,34.9,134
2023-12-07 16:41:15.080,21.3,34.9,133
2023-12-07 16:41:14.072,21.3,34.9,133
2023-12-07 16:41:13.072,21.3,34.9,134
2023-12-07 16:41:12.065,21.3,34.8,134
2023-12-07 16:41:11.061,21.3,34.8,133
2023-12-07 16:41:10.058,21.3,34.8,134
2023-12-07 16:41:09.054,21.3,34.8,135
2023-12-07 16:41:08.046,21.3,34.8,139
2023-12-07 16:41:07.047,21.3,34.8,145
2023-12-07 16:41:06.039,21.2,34.7,135
2023-12-07 16:41:05.040,21.2,34.7,136
2023-12-07 16:41:04.032,21.3,34.7,135
2023-12-07 16:41:03.028,21.3,34.7,136
2023-12-07 16:41:02.024,21.2,34.7,138
2023-12-07 16:41:01.021,21.2,34.7,140
2023-12-07 16:41:00.013,21.3,34.7,138
2023-12-07 16:40:59.014,21.3,34.7,137
2023-12-07 16:40:58.006,21.2,34.7,137
