date,temperature,humidity,luminosity
2023-12-21 15:03:41.055,20.2,22.3,249
2023-12-21 15:03:39.011,20.2,22.3,240
2023-12-21 15:03:36.968,20.2,22.3,264
2023-12-21 15:03:34.925,20.3,22.2,223
2023-12-21 15:03:32.883,20.2,22.2,229
2023-12-21 15:03:30.839,20.2,22.2,226
2023-12-21 15:03:28.797,20.2,22.3,223
2023-12-21 15:03:26.755,20.2,22.3,223
2023-12-21 15:03:24.711,20.2,22.0,222
2023-12-21 15:03:22.668,20.2,22.1,224
2023-12-21 15:03:20.626,20.2,21.9,222
2023-12-21 15:03:18.582,20.2,22.0,223
2023-12-21 15:03:16.540,20.2,21.9,217
2023-12-21 15:03:14.497,20.2,22.0,231
2023-12-21 15:03:12.454,20.2,22.1,305
2023-12-21 15:03:10.411,20.2,22.1,223
2023-12-21 15:03:08.367,20.2,22.1,226
2023-12-21 15:03:06.325,20.2,22.2,225
2023-12-21 15:03:04.282,20.2,22.3,221
2023-12-21 15:03:02.239,20.2,22.2,229
2023-12-21 15:03:00.196,20.2,22.3,257
2023-12-21 15:02:58.153,20.2,22.3,287
2023-12-21 15:02:56.110,20.2,22.1,290
2023-12-21 15:02:54.067,20.2,22.2,285
2023-12-21 15:02:52.024,20.2,22.2,297
2023-12-21 15:02:49.981,20.2,22.2,296
2023-12-21 15:02:47.938,20.2,22.2,289
2023-12-21 15:02:45.895,20.2,22.2,284
2023-12-21 15:02:43.853,20.2,22.2,254
2023-12-21 15:02:41.810,20.2,22.2,270
2023-12-21 15:02:39.766,20.3,22.1,300
2023-12-21 15:02:37.724,20.2,22.1,302
2023-12-21 15:02:35.681,20.2,21.9,211
2023-12-21 15:02:33.638,20.2,22.0,219
2023-12-21 15:02:31.595,20.2,22.0,236
2023-12-21 15:02:29.552,20.3,22.0,236
2023-12-21 15:02:27.509,20.2,21.9,225
2023-12-21 15:02:25.466,20.2,22.0,233
2023-12-21 15:02:23.423,20.2,21.9,234
2023-12-21 15:02:21.380,20.3,21.8,227
2023-12-21 15:02:19.336,20.2,21.7,226
2023-12-21 15:02:17.294,20.2,21.7,291
2023-12-21 15:02:15.251,20.2,21.7,231
2023-12-21 15:02:13.208,20.2,21.8,255
2023-12-21 15:02:11.165,20.2,21.8,237
2023-12-21 15:02:09.122,20.2,21.7,231
2023-12-21 15:02:07.079,20.2,21.8,232
2023-12-21 15:02:05.036,20.2,21.8,231
2023-12-21 15:02:02.993,20.2,21.8,231
2023-12-21 15:02:00.950,20.2,21.8,231
2023-12-21 15:01:58.907,20.2,21.8,233
2023-12-21 15:01:56.864,20.2,21.8,288
2023-12-21 15:01:54.821,20.2,21.7,266
2023-12-21 15:01:52.778,20.2,21.7,266
2023-12-21 15:01:50.735,20.2,21.7,228
2023-12-21 15:01:48.693,20.2,21.7,225
2023-12-21 15:01:46.650,20.2,21.7,225
2023-12-21 15:01:44.607,20.2,21.7,226
2023-12-21 15:01:42.564,20.3,21.8,233
2023-12-21 15:01:40.521,20.3,21.8,235
2023-12-21 15:01:38.478,20.2,21.7,258
2023-12-21 15:01:36.436,20.2,21.7,258
2023-12-21 15:01:34.392,20.2,21.7,307
2023-12-21 15:01:32.350,20.2,21.7,264
2023-12-21 15:01:30.307,20.2,21.7,229
2023-12-21 15:01:28.264,20.2,21.7,230
2023-12-21 15:01:26.221,20.2,21.8,246
2023-12-21 15:01:24.177,20.2,21.8,238
2023-12-21 15:01:22.135,20.2,21.6,233
2023-12-21 15:01:20.091,20.2,21.6,232
2023-12-21 15:01:18.049,20.2,21.7,309
2023-12-21 15:01:16.005,20.2,21.7,310
2023-12-21 15:01:13.962,20.2,21.6,309
2023-12-21 15:01:11.919,20.2,21.6,294
2023-12-21 15:01:09.876,20.2,21.6,302
2023-12-21 15:01:07.834,20.2,21.6,307
2023-12-21 15:01:05.790,20.2,21.5,297
2023-12-21 15:01:03.748,20.2,21.5,291
2023-12-21 15:01:01.704,20.2,21.5,289
2023-12-21 15:00:59.662,20.2,21.5,293
2023-12-21 15:00:57.619,20.2,21.5,296
2023-12-21 15:00:55.576,20.2,21.5,298
2023-12-21 15:00:53.532,20.2,21.5,299
2023-12-21 15:00:51.489,20.2,21.5,300
2023-12-21 15:00:49.447,20.2,21.5,301
2023-12-21 15:00:47.404,20.2,21.5,286
2023-12-21 15:00:45.360,20.2,21.6,301
2023-12-21 15:00:43.318,20.2,21.4,302
2023-12-21 15:00:41.275,20.2,21.5,183
2023-12-21 15:00:39.232,20.2,21.5,252
2023-12-21 15:00:37.189,20.2,21.5,279
2023-12-21 15:00:35.146,20.2,21.6,302
2023-12-21 15:00:33.103,20.2,21.5,281
2023-12-21 15:00:31.060,20.3,21.6,241
2023-12-21 15:00:29.017,20.2,21.5,306
2023-12-21 15:00:26.973,20.2,21.6,304
2023-12-21 15:00:24.930,20.2,21.5,308
2023-12-21 15:00:22.887,20.2,21.5,306
2023-12-21 15:00:20.844,20.2,21.6,300
2023-12-21 15:00:18.801,20.2,21.5,299
2023-12-21 15:00:16.758,20.2,21.5,303
2023-12-21 15:00:14.715,20.2,21.5,303
2023-12-21 15:00:12.672,20.2,21.6,302
2023-12-21 15:00:10.630,20.2,21.6,304
2023-12-21 15:00:08.586,20.2,21.7,303
2023-12-21 15:00:06.544,20.2,21.7,221
2023-12-21 15:00:04.501,20.2,21.8,222
2023-12-21 15:00:02.457,20.2,21.8,225
2023-12-21 15:00:00.415,20.2,21.8,231
2023-12-21 14:59:58.371,20.2,21.9,230
2023-12-21 14:59:56.329,20.2,21.8,251
2023-12-21 14:59:54.285,20.2,21.8,286
2023-12-21 14:59:52.243,20.2,21.8,295
2023-12-21 14:59:50.200,20.2,21.8,304
2023-12-21 14:59:48.156,20.3,21.8,302
2023-12-21 14:59:46.114,20.3,21.8,299
2023-12-21 14:59:44.071,20.3,21.9,224
2023-12-21 14:59:42.028,20.2,21.9,224
2023-12-21 14:59:39.985,20.3,21.9,226
2023-12-21 14:59:37.942,20.2,21.8,302
2023-12-21 14:59:35.900,20.3,21.9,297
2023-12-21 14:59:33.856,20.3,21.9,275
2023-12-21 14:59:31.814,20.2,22.0,272
2023-12-21 14:59:29.772,20.2,21.9,284
2023-12-21 14:59:27.728,20.3,22.0,263
2023-12-21 14:59:25.685,20.3,22.1,277
2023-12-21 14:59:23.642,20.2,22.1,278
2023-12-21 14:59:21.599,20.2,22.0,278
2023-12-21 14:59:19.556,20.2,22.2,278
2023-12-21 14:59:17.513,20.3,22.2,255
2023-12-21 14:59:15.470,20.3,22.2,258
2023-12-21 14:59:13.427,20.2,22.2,271
2023-12-21 14:59:11.384,20.2,22.3,276
2023-12-21 14:59:09.342,20.2,22.4,277
2023-12-21 14:59:07.298,20.3,22.2,278
2023-12-21 14:59:05.254,20.3,22.2,279
2023-12-21 14:59:03.212,20.3,22.4,272
2023-12-21 14:59:01.169,20.2,22.3,273
2023-12-21 14:58:59.125,20.2,22.3,279
2023-12-21 14:58:57.082,20.2,22.4,284
2023-12-21 14:58:55.040,20.2,22.5,283
2023-12-21 14:58:52.996,20.2,22.5,289
2023-12-21 14:58:50.953,20.3,22.5,287
2023-12-21 14:58:48.910,20.2,22.5,288
2023-12-21 14:58:46.868,20.3,22.3,278
2023-12-21 14:58:44.825,20.3,22.4,270
2023-12-21 14:58:42.782,20.2,22.3,287
2023-12-21 14:58:40.739,20.3,22.3,265
2023-12-21 14:58:38.696,20.3,22.3,263
2023-12-21 14:58:36.653,20.3,22.3,293
2023-12-21 14:58:34.610,20.2,22.3,266
2023-12-21 14:58:32.567,20.2,22.2,276
2023-12-21 14:58:30.524,20.3,22.3,232
2023-12-21 14:58:28.481,20.2,22.2,229
2023-12-21 14:58:26.437,20.2,22.3,229
2023-12-21 14:58:24.394,20.2,22.2,233
2023-12-21 14:58:22.351,20.2,22.2,250
2023-12-21 14:58:20.308,20.2,22.3,278
2023-12-21 14:58:18.265,20.3,22.4,285
2023-12-21 14:58:16.222,20.3,22.3,294
2023-12-21 14:58:14.179,20.3,22.4,292
2023-12-21 14:58:12.136,20.3,22.3,294
2023-12-21 14:58:10.093,20.3,22.4,271
2023-12-21 14:58:08.050,20.3,22.5,273
2023-12-21 14:58:06.007,20.3,22.4,285
2023-12-21 14:58:03.965,20.2,22.4,227
2023-12-21 14:58:01.921,20.2,22.5,224
2023-12-21 14:57:59.878,20.3,22.5,219
2023-12-21 14:57:57.836,20.2,22.4,221
2023-12-21 14:57:55.792,20.3,22.4,224
2023-12-21 14:57:53.749,20.3,22.4,226
2023-12-21 14:57:51.707,20.2,22.4,227
2023-12-21 14:57:49.663,20.3,22.4,227
2023-12-21 14:57:47.621,20.2,22.4,309
2023-12-21 14:57:45.578,20.3,22.5,226
2023-12-21 14:57:43.535,20.3,22.4,214
2023-12-21 14:57:41.492,20.3,22.5,213
2023-12-21 14:57:39.449,20.3,22.6,308
2023-12-21 14:57:37.405,20.2,22.6,230
2023-12-21 14:57:35.363,20.3,22.6,225
2023-12-21 14:57:33.320,20.3,22.5,226
2023-12-21 14:57:31.277,20.3,22.5,227
2023-12-21 14:57:29.233,20.2,22.6,225
2023-12-21 14:57:27.191,20.3,22.6,225
2023-12-21 14:57:25.148,20.3,22.6,226
2023-12-21 14:57:23.105,20.3,22.5,227
2023-12-21 14:57:21.062,20.2,22.7,226
2023-12-21 14:57:19.020,20.2,22.7,226
2023-12-21 14:57:16.976,20.2,22.7,226
2023-12-21 14:57:14.934,20.3,22.8,230
2023-12-21 14:57:12.891,20.3,22.8,220
2023-12-21 14:57:10.848,20.3,22.7,218
2023-12-21 14:57:08.805,20.3,22.7,217
2023-12-21 14:57:06.763,20.3,22.6,217
